names,coefficients,journal,journal_pvalue,at_one_year,at_one_year_pvalue,at_five_years,at_five_years_pvalue,five_years,five_years_pvalue,at_ten_years,at_ten_years_pvalue,ten_years,ten_years_pvalue
aac,rsquared,0.3623190858326046,NA,NA,NA,NA,NA,0.5563884375760483,NA,0.0019735021505428827,NA,0.4759004037553471,NA
aac,(Intercept),-0.9608895367198502,8.852185050227074e-11,NA,NA,NA,NA,-3.442254420435378,3.8160987731648923e-14,3.9945242269398906,4.745015266303927e-58,-2.6960244785669407,1.0224561947793892e-24
aac,da_factorYes,-1.5204490311026237,1.0811550058674116e-9,NA,NA,NA,NA,-0.18903186693482016,0.7431140773423568,-0.0745330518625654,0.862735493856309,-0.2667147204747859,0.4478187573087018
aac,log(age.in.months),0.9961329765112571,7.745486495006023e-255,NA,NA,NA,NA,1.6057756176371805,1.1204340065687673e-37,NA,NA,1.3975761125113484,1.9962174599035102e-115
aac,da_factorYes:log(age.in.months),0.3707505926644362,1.1892981668433477e-11,NA,NA,NA,NA,0.06909596429624697,0.6639690484742493,NA,NA,0.09570315126981191,0.24909322468498868
aac,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
aem,rsquared,0.4861945838946553,NA,0.01420830691961109,NA,0.07354240427668056,NA,0.628360245103554,NA,0.021789105051024858,NA,0.6203605012089807,NA
aem,(Intercept),-1.965428846997029,2.1249213599378627e-91,2.1202878236511468e-16,0.9999999999999998,2.7372493557944715,3.308247150069567e-33,-3.527814113580174,4.722050819817741e-35,4.040709346389467,4.413303999024152e-127,-3.2253236425637475,5.0882521616987956e-79
aem,da_factorYes,-0.6343128581538606,1.944659995690899e-6,0.3364722366212121,0.6923824774085503,0.41263359758677665,0.13638038212376252,-0.41719207574217265,0.22146523939329987,0.1945113644511938,0.43062469422674604,-0.1718018509412998,0.41495963530893853
aem,log(age.in.months),1.1962892738437751,0,NA,NA,NA,NA,1.5802235905728899,2.0585637874287445e-88,NA,NA,1.4985302850976694,0
aem,da_factorYes:log(age.in.months),0.19625713498687897,1.655446117585025e-12,NA,NA,NA,NA,0.1888237024145495,0.046359400927149234,NA,NA,0.10535120918476705,0.03488514464007179
genomea,rsquared,0.06358497352956388,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.03206518160665341,NA
genomea,(Intercept),-5.490234805878657,3.827205691750926e-4,NA,NA,NA,NA,NA,NA,NA,NA,-11.522517086723226,1.4523786854191292e-4
genomea,da_factorYes,0.19843534324803502,0.9004293980779519,NA,NA,NA,NA,NA,NA,NA,NA,6.910470732489879,0.025130518062985822
genomea,log(age.in.months),1.5739749698402425,1.2456144754629785e-6,NA,NA,NA,NA,NA,NA,NA,NA,2.8942462406034766,1.0552064935367759e-5
genomea,da_factorYes:log(age.in.months),-0.02840254129225969,0.9321064025224244,NA,NA,NA,NA,NA,NA,NA,NA,-1.4995007195527976,0.02489576925610955
genomea,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
iai,rsquared,0.38957926668783605,NA,NA,NA,NA,NA,0.5975354440956996,NA,NA,NA,0.6062387617054003,NA
iai,(Intercept),-1.7012300749370568,1.5469865361940679e-18,NA,NA,NA,NA,-4.767323981214048,4.045886382512934e-10,NA,NA,-3.8226919062210976,7.9288255379673985e-22
iai,da_factorYes,-0.4049647204104597,0.20429714545428243,NA,NA,NA,NA,0.7773620052786325,0.4212698292811363,NA,NA,0.608130181745849,0.25524244316479294
iai,log(age.in.months),1.0675173279527532,1.1202613063568555e-188,NA,NA,NA,NA,1.8522997390965834,1.7637953019640303e-18,NA,NA,1.5802926446090197,1.7372322082402003e-64
iai,da_factorYes:log(age.in.months),0.12312747366686107,0.06490708589377642,NA,NA,NA,NA,-0.15102783898856142,0.573559632266259,NA,NA,-0.10152742481711458,0.4240062161061314
iai,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
jb,rsquared,0.315205459460152,NA,NA,NA,NA,NA,0.5767277601435168,NA,NA,NA,0.557517344869476,NA
jb,(Intercept),-2.1150900439936517,5.891638397324059e-40,NA,NA,NA,NA,-3.702263505634278,2.681365467041394e-15,NA,NA,-2.866895182168444,4.3549016624715445e-24
jb,da_factorYes,0.01627424611332248,0.9524557426449213,NA,NA,NA,NA,0.6338916616227145,0.34055153678973027,NA,NA,-0.11680456883029472,0.7862304021992961
jb,log(age.in.months),1.1499059908190574,0,NA,NA,NA,NA,1.5748521063165857,6.851340092655318e-35,NA,NA,1.3224963847090727,2.436280181842168e-89
jb,da_factorYes:log(age.in.months),-0.03892561089798048,0.4716865571621213,NA,NA,NA,NA,-0.14442023794278433,0.43139703421185094,NA,NA,0.08586915280949865,0.4102514890677185
jb,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
jcm,rsquared,0.18822776293818225,NA,NA,NA,NA,NA,0.5138801597388547,NA,0.027354361426530468,NA,0.38797734549183843,NA
jcm,(Intercept),-0.6815057803534803,3.754201723633561e-5,NA,NA,NA,NA,-4.3089129788516916,2.1927464572765116e-11,3.1484533605716543,9.637128051300876e-123,-0.7888426260855449,0.008547113599854158
jcm,da_factorYes,-0.7280585689964074,0.010757817163187255,NA,NA,NA,NA,1.1309974672017717,0.16429405022625954,0.2855338439134914,0.43425841055634534,-1.8444238176241605,3.191245087697503e-5
jcm,log(age.in.months),0.9017570821749181,6.240125171169462e-181,NA,NA,NA,NA,1.9686307873834692,3.487297282999544e-27,NA,NA,0.9325089840637735,2.8357571657968895e-41
jcm,da_factorYes:log(age.in.months),0.2604527151058745,1.6855531381494146e-5,NA,NA,NA,NA,-0.31396930834163966,0.17011055976110176,NA,NA,0.5444920651717499,2.009281452762267e-7
jcm,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
jvi,rsquared,0.4172077661326345,NA,NA,NA,0.02369874624926241,NA,0.5263746728767056,NA,0.001382043424489162,NA,0.5167363631991281,NA
jvi,(Intercept),-1.385512289447555,4.232521695307316e-40,NA,NA,2.505525936990737,1.648909943451854e-40,-3.665602168073096,9.761975607754158e-31,3.9332252130787486,1.5342340711202026e-70,-2.4940374789371242,1.0314589049919626e-44
jvi,da_factorYes,-0.708755497296395,2.6952740784191934e-4,NA,NA,-0.17015102117369982,0.5595194434707429,-0.2909061690408113,0.5307422771042405,0.08015028660968447,0.879076471316999,-0.6134863564157546,0.027806028911039407
jvi,log(age.in.months),1.0630366505722169,0,NA,NA,NA,NA,1.691058107912909,2.1734804803403013e-80,NA,NA,1.3448580123000606,3.2562941802530633e-220
jvi,da_factorYes:log(age.in.months),0.1941250128351572,6.1324955435071014e-6,NA,NA,NA,NA,0.10680723593623286,0.4119389009252571,NA,NA,0.19320162590509024,0.004640803617266356
jvi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
mbio,rsquared,0.6680221373698897,NA,0.36574249018335053,NA,NA,NA,0.643767569239697,NA,NA,NA,0.6632948246175449,NA
mbio,(Intercept),-2.8112442579870285,1.1264253840602963e-72,2.4849066497880004,6.476791442761991e-7,NA,NA,-3.465126125814583,7.392046557519084e-40,NA,NA,-2.9554380593890652,2.867548642340269e-63
mbio,da_factorYes,-0.35969833814517665,0.07214681943191197,-1.9508241638577424,0.0010128100078280217,NA,NA,-0.40892509642909924,0.20855974052283516,NA,NA,-0.41844388460280696,0.06030800196155747
mbio,log(age.in.months),1.5160756192329545,0,NA,NA,NA,NA,1.7136606106661414,2.0135081033244166e-116,NA,NA,1.556921237505556,3.3149472923274837e-276
mbio,da_factorYes:log(age.in.months),0.15389738922243634,0.0015436523905454204,NA,NA,NA,NA,0.17471767159049442,0.05954866011681223,NA,NA,0.17201440381767732,0.0021568863802721022
mbio,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
mra,rsquared,0.37120347018590033,NA,NA,NA,NA,NA,0.3679988275393034,NA,NA,NA,0.37120347018590033,NA
mra,(Intercept),-4.0497397941491204,0.005154398690584548,NA,NA,NA,NA,-3.5995287081946437,0.033853330046698764,NA,NA,-4.0497397941491204,0.005154398690584548
mra,da_factorYes,-0.8906043949336453,0.5399849905704006,NA,NA,NA,NA,-1.8300794007919026,0.28279400788764386,NA,NA,-0.8906043949336453,0.5399849905704006
mra,log(age.in.months),1.391059395346994,1.6289984290254622e-4,NA,NA,NA,NA,1.2378119092029785,0.009939236616878445,NA,NA,1.391059395346994,1.6289984290254622e-4
mra,da_factorYes:log(age.in.months),0.12278564289501201,0.7402495554815482,NA,NA,NA,NA,0.42669626695848284,0.3761529407776842,NA,NA,0.12278564289501201,0.7402495554815482
mra,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
msphere,rsquared,0.6522953074049616,NA,0.03761211472056093,NA,NA,NA,0.6509952532487326,NA,NA,NA,0.6522953074049616,NA
msphere,(Intercept),-3.523262665427237,3.641323564357726e-29,-8.416929380928034e-17,0.9999999999999999,NA,NA,-3.7000021830358483,9.028612210446396e-19,NA,NA,-3.523262665427237,3.641323564357726e-29
msphere,da_factorYes,-0.10646401527675405,0.7762855952038433,0.40546510810816444,0.49186599928216956,NA,NA,-0.26846950521919094,0.5854401637387552,NA,NA,-0.10646401527675405,0.7762855952038433
msphere,log(age.in.months),1.6149300297802092,2.0254663602027368e-94,NA,NA,NA,NA,1.6789629468353962,5.611902938957682e-47,NA,NA,1.6149300297802092,2.0254663602027368e-94
msphere,da_factorYes:log(age.in.months),0.06574462581320036,0.48458410668946245,NA,NA,NA,NA,0.10876966922842532,0.42676908009827086,NA,NA,0.06574462581320036,0.48458410668946245
msphere,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
msystems,rsquared,0.7167639629997261,NA,0.19994685179588764,NA,NA,NA,0.6962064882450488,NA,NA,NA,0.7167639629997261,NA
msystems,(Intercept),-3.5575295140916765,2.2455403076689004e-23,-1.09861228866811,0.30103464342061803,NA,NA,-3.472878681952876,8.06808945490053e-17,NA,NA,-3.5575295140916765,2.2455403076689004e-23
msystems,da_factorYes,-0.6220487462931136,0.10959895014329935,1.9289605907415401,0.07536524158424122,NA,NA,-0.8537061979325833,0.060427233733798845,NA,NA,-0.6220487462931136,0.10959895014329935
msystems,log(age.in.months),1.7072014291404225,1.5457071866830255e-72,NA,NA,NA,NA,1.679420360862824,1.2702530262431156e-44,NA,NA,1.7072014291404225,1.5457071866830255e-72
msystems,da_factorYes:log(age.in.months),0.2040476084382361,0.0480882924801002,NA,NA,NA,NA,0.2807198786350374,0.031248386221829665,NA,NA,0.2040476084382361,0.0480882924801002
msystems,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
spectrum,rsquared,0.5424745399679985,NA,0.021737420474643443,NA,NA,NA,0.5424745399679985,NA,NA,NA,0.5424745399679985,NA
spectrum,(Intercept),-4.460770333562744,1.5314397671454075e-72,0.02469261259037155,0.9069856011591273,NA,NA,-4.460770333562744,1.5314397671454075e-72,NA,NA,-4.460770333562744,1.5314397671454075e-72
spectrum,da_factorYes,-0.4801857364079403,0.10357274155792709,0.40430299292798694,0.10462383443642952,NA,NA,-0.4801857364079403,0.10357274155792709,NA,NA,-0.4801857364079403,0.10357274155792709
spectrum,log(age.in.months),1.9193609117194985,8.077257753399932e-134,NA,NA,NA,NA,1.9193609117194985,8.077257753399932e-134,NA,NA,1.9193609117194985,8.077257753399932e-134
spectrum,da_factorYes:log(age.in.months),0.21393947415439124,0.021220111251346187,NA,NA,NA,NA,0.21393947415439124,0.021220111251346187,NA,NA,0.21393947415439124,0.021220111251346187
spectrum,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
